assinante_hash,home_cluster,home_municipio,income_cluster,age_group,mobility_pattern,flag_flagship
404,INGLESES,Florianópolis,C,25-34,MODERADA,0
405,SAO_JOSE_BARREIROS,São José,B,18-24,MODERADA,0
406,CAMPECHE,Florianópolis,C,45-54,INTENSA,0
407,ESTREITO_CAPOEIRAS,Florianópolis,C,35-44,MODERADA,0
408,PALHOCA_CENTRO,Palhoça,B,18-24,MODERADA,0
409,CENTRO_HISTORICO,Florianópolis,B,55+,MODERADA,0
410,INGLESES,Florianópolis,C,18-24,INTENSA,1
411,BIGUACU_BR101_NORTE,Biguaçu,C,55+,BAIXA,1
412,COQUEIROS,Florianópolis,C,45-54,MODERADA,0
413,SAO_JOSE_KOBRASOL,São José,D,35-44,BAIXA,1
414,INGLESES,Florianópolis,C,55+,MODERADA,0
415,SAO_JOSE_ROCADO,São José,D,35-44,INTENSA,0
416,CBD_BEIRAMAR,Florianópolis,B,25-34,MODERADA,0
417,CBD_BEIRAMAR,Florianópolis,C,45-54,INTENSA,0
418,AEROPORTO_HLZ,Florianópolis,D,45-54,INTENSA,0
419,UFSC,Florianópolis,C,25-34,MODERADA,0
420,INGLESES,Florianópolis,A,35-44,BAIXA,1
421,SAO_JOSE_ROCADO,São José,D,25-34,MODERADA,0
422,TRINDADE,Florianópolis,C,25-34,BAIXA,0
423,CENTRO_HISTORICO,Florianópolis,A,35-44,MODERADA,1
424,RESIDENCIAL_NORTE,Florianópolis,B,18-24,MODERADA,0
425,LAGOA_CONCEICAO,Florianópolis,C,18-24,BAIXA,0
426,SAO_JOSE_BARREIROS,São José,C,25-34,INTENSA,1
427,VIA_EXPRESSA_CORREDOR,Florianópolis,D,35-44,BAIXA,0
428,SAO_JOSE_CENTRO,São José,B,45-54,MODERADA,0
429,TRINDADE,Florianópolis,C,55+,INTENSA,0
430,CAMPECHE,Florianópolis,C,25-34,BAIXA,0
431,SC401_CORREDOR,Florianópolis,C,55+,MODERADA,0
432,PALHOCA_CENTRO,Palhoça,C,55+,BAIXA,0
433,NORTE_ILHA,Florianópolis,D,18-24,BAIXA,1
434,TRINDADE,Florianópolis,D,45-54,INTENSA,1
435,SAO_JOSE_BARREIROS,São José,D,35-44,MODERADA,0
436,RESIDENCIAL_NORTE,Florianópolis,A,25-34,BAIXA,0
437,SAO_JOSE_CENTRO,São José,B,35-44,BAIXA,0
438,TRINDADE,Florianópolis,C,25-34,MODERADA,0
439,SANTO_AMARO,Santo Amaro da Imperatriz,D,25-34,BAIXA,0
440,ESTREITO_CAPOEIRAS,Florianópolis,A,18-24,MODERADA,0
441,SAO_JOSE_KOBRASOL,São José,C,35-44,BAIXA,0
442,CBD_BEIRAMAR,Florianópolis,B,55+,BAIXA,1
443,SAO_JOSE_CENTRO,São José,C,35-44,MODERADA,0
444,COQUEIROS,Florianópolis,C,25-34,MODERADA,0
445,LAGOA_CONCEICAO,Florianópolis,C,25-34,MODERADA,0
446,UFSC,Florianópolis,B,25-34,BAIXA,0
447,PALHOCA_CENTRO,Palhoça,C,55+,MODERADA,1
448,LAGOA_CONCEICAO,Florianópolis,D,25-34,MODERADA,0
449,GOV_CELSO_RAMOS,Governador Celso Ramos,B,55+,MODERADA,1
450,SAO_JOSE_KOBRASOL,São José,C,35-44,MODERADA,0
451,CENTRO_HISTORICO,Florianópolis,C,45-54,BAIXA,0
452,LAGOA_CONCEICAO,Florianópolis,D,25-34,BAIXA,0
453,TRINDADE,Florianópolis,D,18-24,BAIXA,0
454,SAO_JOSE_KOBRASOL,São José,B,45-54,BAIXA,0
455,CAMPECHE,Florianópolis,C,18-24,BAIXA,0
456,SAO_JOSE_ROCADO,São José,A,55+,MODERADA,0
457,CANASVIEIRAS,Florianópolis,B,55+,MODERADA,0
458,COQUEIROS,Florianópolis,C,25-34,BAIXA,0
459,CENTRO_HISTORICO,Florianópolis,C,35-44,BAIXA,0
460,CANASVIEIRAS,Florianópolis,B,18-24,BAIXA,1
461,SANTO_AMARO,Santo Amaro da Imperatriz,B,18-24,MODERADA,1
462,CBD_BEIRAMAR,Florianópolis,D,18-24,INTENSA,0
463,AEROPORTO_HLZ,Florianópolis,B,25-34,BAIXA,0
464,SAO_JOSE_KOBRASOL,São José,C,55+,BAIXA,0
465,AEROPORTO_HLZ,Florianópolis,D,35-44,BAIXA,1
466,SAO_JOSE_CENTRO,São José,B,35-44,INTENSA,0
467,ESTREITO_CAPOEIRAS,Florianópolis,B,45-54,MODERADA,0
468,SAO_JOSE_KOBRASOL,São José,D,18-24,MODERADA,0
469,CENTRO_HISTORICO,Florianópolis,C,45-54,INTENSA,0
470,SAO_JOSE_CENTRO,São José,B,45-54,MODERADA,0
471,PALHOCA_CENTRO,Palhoça,C,18-24,BAIXA,0
472,PALHOCA_BR101_SUL,Palhoça,D,45-54,INTENSA,0
473,UFSC,Florianópolis,C,35-44,MODERADA,0
474,UFSC,Florianópolis,D,18-24,BAIXA,1
475,NORTE_ILHA,Florianópolis,B,18-24,MODERADA,0
476,CBD_BEIRAMAR,Florianópolis,C,18-24,BAIXA,0
477,PALHOCA_BR101_SUL,Palhoça,A,55+,MODERADA,0
478,CBD_BEIRAMAR,Florianópolis,C,25-34,MODERADA,0
479,CBD_BEIRAMAR,Florianópolis,D,25-34,BAIXA,0
480,SAO_JOSE_CENTRO,São José,C,35-44,BAIXA,0
481,RESIDENCIAL_NORTE,Florianópolis,B,25-34,MODERADA,0
482,ANTONIO_CARLOS,Antônio Carlos,D,55+,BAIXA,0
483,COQUEIROS,Florianópolis,A,35-44,INTENSA,1
484,CBD_BEIRAMAR,Florianópolis,D,45-54,INTENSA,0
485,SAO_JOSE_KOBRASOL,São José,D,35-44,MODERADA,0
486,COQUEIROS,Florianópolis,C,25-34,MODERADA,0
487,LAGOA_CONCEICAO,Florianópolis,D,45-54,MODERADA,0
488,TRINDADE,Florianópolis,D,35-44,BAIXA,0
489,AEROPORTO_HLZ,Florianópolis,A,25-34,BAIXA,1
490,SAO_JOSE_CENTRO,São José,C,18-24,INTENSA,0
491,AEROPORTO_HLZ,Florianópolis,B,55+,MODERADA,0
492,CBD_BEIRAMAR,Florianópolis,C,35-44,MODERADA,1
493,JURERE,Florianópolis,C,45-54,BAIXA,0
494,TRINDADE,Florianópolis,B,18-24,MODERADA,0
495,BIGUACU_BR101_NORTE,Biguaçu,A,25-34,MODERADA,1
496,LAGOA_CONCEICAO,Florianópolis,C,18-24,MODERADA,0
497,RESIDENCIAL_NORTE,Florianópolis,B,55+,INTENSA,0
498,SAO_JOSE_CENTRO,São José,D,25-34,BAIXA,1
499,TRINDADE,Florianópolis,C,25-34,MODERADA,0
500,SANTO_AMARO,Santo Amaro da Imperatriz,C,18-24,MODERADA,0
501,ESTREITO_CAPOEIRAS,Florianópolis,D,18-24,BAIXA,1
502,SAO_JOSE_CENTRO,São José,D,35-44,BAIXA,0
503,CBD_BEIRAMAR,Florianópolis,B,35-44,MODERADA,1
504,CAMPECHE,Florianópolis,D,45-54,INTENSA,0
505,SAO_JOSE_CENTRO,São José,D,18-24,MODERADA,1
506,AEROPORTO_HLZ,Florianópolis,D,35-44,INTENSA,1
507,GOV_CELSO_RAMOS,Governador Celso Ramos,C,35-44,BAIXA,0
508,ESTREITO_CAPOEIRAS,Florianópolis,D,25-34,BAIXA,0
509,CANASVIEIRAS,Florianópolis,A,35-44,INTENSA,1
510,CANASVIEIRAS,Florianópolis,C,35-44,BAIXA,0
511,COQUEIROS,Florianópolis,A,18-24,MODERADA,1
512,COQUEIROS,Florianópolis,B,45-54,BAIXA,0
513,ESTREITO_CAPOEIRAS,Florianópolis,B,18-24,MODERADA,1
514,SAO_JOSE_KOBRASOL,São José,D,45-54,MODERADA,0
515,CAMPECHE,Florianópolis,B,25-34,MODERADA,1
516,GOV_CELSO_RAMOS,Governador Celso Ramos,C,55+,BAIXA,0
517,CBD_BEIRAMAR,Florianópolis,C,25-34,MODERADA,0
518,SAO_JOSE_CENTRO,São José,B,25-34,MODERADA,0
519,SAO_JOSE_CENTRO,São José,C,25-34,BAIXA,0
520,PALHOCA_CENTRO,Palhoça,C,55+,INTENSA,0
521,SAO_JOSE_ROCADO,São José,C,55+,INTENSA,0
522,PALHOCA_CENTRO,Palhoça,D,45-54,MODERADA,1
523,SC401_CORREDOR,Florianópolis,C,25-34,MODERADA,0
524,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,0
525,PALHOCA_PEDRA_BRANCA,Palhoça,C,25-34,BAIXA,0
526,CANASVIEIRAS,Florianópolis,D,25-34,BAIXA,0
527,SAO_JOSE_ROCADO,São José,D,45-54,BAIXA,0
528,TRINDADE,Florianópolis,C,35-44,BAIXA,0
529,CBD_BEIRAMAR,Florianópolis,D,45-54,MODERADA,0
530,CENTRO_HISTORICO,Florianópolis,C,55+,BAIXA,0
531,AEROPORTO_HLZ,Florianópolis,D,55+,MODERADA,0
532,COQUEIROS,Florianópolis,C,35-44,BAIXA,0
533,AEROPORTO_HLZ,Florianópolis,B,18-24,BAIXA,1
534,VIA_EXPRESSA_CORREDOR,Florianópolis,C,25-34,BAIXA,0
535,SAO_JOSE_BARREIROS,São José,C,25-34,BAIXA,1
536,BIGUACU_BR101_NORTE,Biguaçu,B,45-54,BAIXA,1
537,BIGUACU_BR101_NORTE,Biguaçu,B,18-24,INTENSA,0
538,CBD_BEIRAMAR,Florianópolis,B,45-54,MODERADA,0
539,SANTO_AMARO,Santo Amaro da Imperatriz,C,18-24,INTENSA,0
540,RESIDENCIAL_NORTE,Florianópolis,B,55+,MODERADA,1
541,PALHOCA_CENTRO,Palhoça,C,18-24,INTENSA,1
542,ESTREITO_CAPOEIRAS,Florianópolis,B,45-54,INTENSA,1
543,TRINDADE,Florianópolis,C,35-44,INTENSA,0
544,SAO_JOSE_CENTRO,São José,A,35-44,INTENSA,0
545,COQUEIROS,Florianópolis,D,25-34,MODERADA,0
546,PALHOCA_PEDRA_BRANCA,Palhoça,C,35-44,BAIXA,0
547,COQUEIROS,Florianópolis,C,35-44,INTENSA,0
548,CBD_BEIRAMAR,Florianópolis,B,45-54,MODERADA,1
549,CBD_BEIRAMAR,Florianópolis,C,55+,MODERADA,1
550,ESTREITO_CAPOEIRAS,Florianópolis,B,35-44,BAIXA,1
551,CBD_BEIRAMAR,Florianópolis,A,45-54,BAIXA,1
552,PALHOCA_CENTRO,Palhoça,B,35-44,BAIXA,0
553,AEROPORTO_HLZ,Florianópolis,D,55+,INTENSA,0
554,GOV_CELSO_RAMOS,Governador Celso Ramos,B,35-44,MODERADA,1
555,PALHOCA_CENTRO,Palhoça,C,18-24,MODERADA,0
556,RESIDENCIAL_NORTE,Florianópolis,B,45-54,BAIXA,0
557,COQUEIROS,Florianópolis,C,18-24,MODERADA,1
558,BIGUACU_BR101_NORTE,Biguaçu,C,35-44,MODERADA,0
559,RESIDENCIAL_NORTE,Florianópolis,B,45-54,MODERADA,0
560,ESTREITO_CAPOEIRAS,Florianópolis,D,55+,INTENSA,0
561,SAO_JOSE_BARREIROS,São José,C,55+,MODERADA,0
562,RESIDENCIAL_NORTE,Florianópolis,C,18-24,MODERADA,0
563,SAO_JOSE_ROCADO,São José,B,18-24,BAIXA,0
564,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,1
565,SC401_CORREDOR,Florianópolis,C,25-34,MODERADA,0
566,TRINDADE,Florianópolis,C,18-24,BAIXA,0
567,RESIDENCIAL_NORTE,Florianópolis,D,35-44,MODERADA,0
568,CBD_BEIRAMAR,Florianópolis,D,35-44,MODERADA,0
569,AEROPORTO_HLZ,Florianópolis,B,18-24,INTENSA,1
570,RESIDENCIAL_NORTE,Florianópolis,C,18-24,MODERADA,0
571,ESTREITO_CAPOEIRAS,Florianópolis,D,25-34,MODERADA,0
572,BIGUACU_BR101_NORTE,Biguaçu,D,25-34,MODERADA,0
573,CANASVIEIRAS,Florianópolis,C,35-44,MODERADA,0
574,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,0
575,CENTRO_HISTORICO,Florianópolis,D,55+,BAIXA,0
576,BIGUACU_BR101_NORTE,Biguaçu,A,35-44,MODERADA,0
577,SAO_JOSE_BARREIROS,São José,D,55+,MODERADA,0
578,CAMPECHE,Florianópolis,B,55+,BAIXA,0
579,JURERE,Florianópolis,B,25-34,MODERADA,1
580,CANASVIEIRAS,Florianópolis,D,25-34,INTENSA,0
581,ESTREITO_CAPOEIRAS,Florianópolis,B,35-44,BAIXA,1
582,ANTONIO_CARLOS,Antônio Carlos,C,45-54,MODERADA,0
583,PALHOCA_PEDRA_BRANCA,Palhoça,D,55+,BAIXA,0
584,PALHOCA_BR101_SUL,Palhoça,B,55+,INTENSA,1
585,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,INTENSA,0
586,INGLESES,Florianópolis,C,25-34,INTENSA,0
587,SAO_JOSE_CENTRO,São José,C,45-54,BAIXA,0
588,SAO_JOSE_CENTRO,São José,D,45-54,MODERADA,0
589,SAO_JOSE_CENTRO,São José,B,35-44,MODERADA,0
590,SC401_CORREDOR,Florianópolis,B,55+,MODERADA,0
591,TRINDADE,Florianópolis,C,18-24,BAIXA,0
592,LAGOA_CONCEICAO,Florianópolis,D,45-54,BAIXA,0
593,PALHOCA_CENTRO,Palhoça,B,35-44,INTENSA,0
594,BIGUACU_BR101_NORTE,Biguaçu,B,25-34,MODERADA,0
595,PALHOCA_CENTRO,Palhoça,B,55+,BAIXA,0
596,ANTONIO_CARLOS,Antônio Carlos,B,45-54,BAIXA,0
597,VIA_EXPRESSA_CORREDOR,Florianópolis,D,45-54,BAIXA,0
598,SAO_JOSE_KOBRASOL,São José,D,55+,BAIXA,0
599,CENTRO_HISTORICO,Florianópolis,D,25-34,MODERADA,0
600,CBD_BEIRAMAR,Florianópolis,C,18-24,MODERADA,0
601,COQUEIROS,Florianópolis,C,35-44,BAIXA,0
602,COQUEIROS,Florianópolis,A,35-44,MODERADA,0
603,TRINDADE,Florianópolis,C,25-34,INTENSA,0
604,PALHOCA_CENTRO,Palhoça,A,45-54,INTENSA,0
605,SAO_JOSE_CENTRO,São José,C,45-54,INTENSA,0
606,SC401_CORREDOR,Florianópolis,D,55+,MODERADA,0
607,UFSC,Florianópolis,C,45-54,MODERADA,0
608,TRINDADE,Florianópolis,C,55+,MODERADA,0
609,SAO_JOSE_BARREIROS,São José,D,25-34,MODERADA,0
610,SAO_JOSE_CENTRO,São José,A,35-44,BAIXA,1
611,JURERE,Florianópolis,C,25-34,BAIXA,0
612,COQUEIROS,Florianópolis,C,35-44,MODERADA,0
613,PALHOCA_CENTRO,Palhoça,B,45-54,BAIXA,0
614,NORTE_ILHA,Florianópolis,C,45-54,BAIXA,1
615,UFSC,Florianópolis,C,35-44,INTENSA,0
616,TRINDADE,Florianópolis,D,35-44,INTENSA,0
617,COQUEIROS,Florianópolis,B,55+,BAIXA,1
618,COQUEIROS,Florianópolis,B,45-54,INTENSA,0
619,CENTRO_HISTORICO,Florianópolis,D,55+,BAIXA,0
620,LAGOA_CONCEICAO,Florianópolis,C,25-34,MODERADA,0
621,SAO_JOSE_BARREIROS,São José,C,55+,INTENSA,0
622,CBD_BEIRAMAR,Florianópolis,C,55+,BAIXA,0
623,INGLESES,Florianópolis,A,55+,BAIXA,1
624,LAGOA_CONCEICAO,Florianópolis,C,55+,INTENSA,0
625,SAO_JOSE_BARREIROS,São José,C,18-24,INTENSA,1
626,PALHOCA_BR101_SUL,Palhoça,C,55+,MODERADA,0
627,RESIDENCIAL_NORTE,Florianópolis,C,35-44,MODERADA,0
628,SAO_JOSE_BARREIROS,São José,D,55+,INTENSA,0
629,UFSC,Florianópolis,A,18-24,INTENSA,0
630,CBD_BEIRAMAR,Florianópolis,B,45-54,BAIXA,0
631,COQUEIROS,Florianópolis,B,35-44,INTENSA,0
632,SAO_JOSE_BARREIROS,São José,C,18-24,INTENSA,0
633,AEROPORTO_HLZ,Florianópolis,C,25-34,INTENSA,0
634,SANTO_AMARO,Santo Amaro da Imperatriz,C,45-54,INTENSA,0
635,VIA_EXPRESSA_CORREDOR,Florianópolis,D,18-24,MODERADA,0
636,NORTE_ILHA,Florianópolis,C,25-34,BAIXA,0
637,PALHOCA_CENTRO,Palhoça,B,35-44,MODERADA,0
638,UFSC,Florianópolis,D,25-34,MODERADA,0
639,RESIDENCIAL_NORTE,Florianópolis,B,18-24,MODERADA,0
640,ESTREITO_CAPOEIRAS,Florianópolis,D,55+,BAIXA,0
641,CBD_BEIRAMAR,Florianópolis,A,18-24,BAIXA,1
642,CENTRO_HISTORICO,Florianópolis,C,18-24,BAIXA,0
643,PALHOCA_PEDRA_BRANCA,Palhoça,B,18-24,INTENSA,1
644,CBD_BEIRAMAR,Florianópolis,B,18-24,MODERADA,0
645,SAO_JOSE_KOBRASOL,São José,C,45-54,INTENSA,0
646,COQUEIROS,Florianópolis,C,35-44,MODERADA,0
647,ESTREITO_CAPOEIRAS,Florianópolis,C,45-54,MODERADA,0
648,CANASVIEIRAS,Florianópolis,C,45-54,INTENSA,0
649,LAGOA_CONCEICAO,Florianópolis,D,18-24,BAIXA,0
650,SAO_JOSE_ROCADO,São José,D,45-54,MODERADA,0
651,TRINDADE,Florianópolis,C,35-44,MODERADA,0
652,VIA_EXPRESSA_CORREDOR,Florianópolis,C,55+,MODERADA,0
653,CAMPECHE,Florianópolis,B,45-54,INTENSA,0
654,SANTO_AMARO,Santo Amaro da Imperatriz,D,25-34,BAIXA,0
655,UFSC,Florianópolis,A,45-54,BAIXA,1
656,SAO_JOSE_BARREIROS,São José,D,35-44,BAIXA,0
657,CANASVIEIRAS,Florianópolis,D,55+,MODERADA,0
658,COQUEIROS,Florianópolis,C,55+,MODERADA,0
659,CBD_BEIRAMAR,Florianópolis,B,55+,INTENSA,0
660,SAO_JOSE_CENTRO,São José,B,18-24,MODERADA,0
661,SAO_JOSE_BARREIROS,São José,C,35-44,BAIXA,0
662,TRINDADE,Florianópolis,D,25-34,BAIXA,0
663,ESTREITO_CAPOEIRAS,Florianópolis,D,55+,BAIXA,0
664,BIGUACU_BR101_NORTE,Biguaçu,C,25-34,MODERADA,0
665,CBD_BEIRAMAR,Florianópolis,C,55+,INTENSA,0
666,CENTRO_HISTORICO,Florianópolis,C,55+,MODERADA,0
667,CENTRO_HISTORICO,Florianópolis,A,55+,MODERADA,0
668,BIGUACU_BR101_NORTE,Biguaçu,C,25-34,MODERADA,0
669,PALHOCA_CENTRO,Palhoça,A,25-34,BAIXA,0
670,SAO_JOSE_BARREIROS,São José,D,35-44,MODERADA,0
671,SAO_JOSE_CENTRO,São José,D,35-44,INTENSA,0
672,RESIDENCIAL_NORTE,Florianópolis,C,18-24,BAIXA,0
673,COQUEIROS,Florianópolis,C,55+,BAIXA,0
674,CBD_BEIRAMAR,Florianópolis,B,35-44,MODERADA,1
675,TRINDADE,Florianópolis,C,18-24,BAIXA,0
676,SAO_JOSE_CENTRO,São José,B,25-34,MODERADA,0
677,CAMPECHE,Florianópolis,C,45-54,INTENSA,0
678,SAO_JOSE_KOBRASOL,São José,C,55+,MODERADA,0
679,UFSC,Florianópolis,C,18-24,MODERADA,0
680,CAMPECHE,Florianópolis,B,35-44,MODERADA,0
681,AEROPORTO_HLZ,Florianópolis,C,25-34,MODERADA,0
682,PALHOCA_CENTRO,Palhoça,B,35-44,MODERADA,1
683,LAGOA_CONCEICAO,Florianópolis,D,35-44,MODERADA,0
684,SAO_JOSE_KOBRASOL,São José,C,45-54,INTENSA,0
685,CBD_BEIRAMAR,Florianópolis,B,55+,MODERADA,1
686,SAO_JOSE_CENTRO,São José,C,35-44,MODERADA,0
687,TRINDADE,Florianópolis,C,45-54,MODERADA,0
688,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,1
689,TRINDADE,Florianópolis,C,18-24,MODERADA,0
690,SANTO_AMARO,Santo Amaro da Imperatriz,B,35-44,INTENSA,0
691,SAO_JOSE_BARREIROS,São José,D,35-44,BAIXA,0
692,SAO_JOSE_BARREIROS,São José,C,55+,BAIXA,0
693,TRINDADE,Florianópolis,C,25-34,MODERADA,0
694,LAGOA_CONCEICAO,Florianópolis,A,55+,MODERADA,1
695,PALHOCA_PEDRA_BRANCA,Palhoça,C,55+,INTENSA,1
696,CENTRO_HISTORICO,Florianópolis,D,55+,INTENSA,0
697,CAMPECHE,Florianópolis,B,25-34,BAIXA,0
698,SANTO_AMARO,Santo Amaro da Imperatriz,C,45-54,BAIXA,0
699,COQUEIROS,Florianópolis,C,35-44,MODERADA,0
700,SAO_JOSE_ROCADO,São José,D,55+,BAIXA,0
701,SAO_JOSE_CENTRO,São José,B,55+,INTENSA,0
702,CBD_BEIRAMAR,Florianópolis,C,45-54,BAIXA,0
703,UFSC,Florianópolis,B,45-54,MODERADA,0
704,LAGOA_CONCEICAO,Florianópolis,C,45-54,MODERADA,0
705,CBD_BEIRAMAR,Florianópolis,D,35-44,MODERADA,0
706,ANTONIO_CARLOS,Antônio Carlos,C,35-44,BAIXA,0
707,CBD_BEIRAMAR,Florianópolis,C,45-54,BAIXA,0
708,COQUEIROS,Florianópolis,C,18-24,BAIXA,0
709,SAO_JOSE_BARREIROS,São José,C,35-44,BAIXA,0
710,CBD_BEIRAMAR,Florianópolis,A,35-44,MODERADA,0
711,VIA_EXPRESSA_CORREDOR,Florianópolis,A,35-44,BAIXA,0
712,CBD_BEIRAMAR,Florianópolis,B,55+,MODERADA,0
713,SAO_JOSE_BARREIROS,São José,C,45-54,INTENSA,1
714,PALHOCA_BR101_SUL,Palhoça,D,35-44,MODERADA,0
715,SAO_JOSE_BARREIROS,São José,B,25-34,BAIXA,1
716,PALHOCA_CENTRO,Palhoça,B,45-54,MODERADA,1
717,CAMPECHE,Florianópolis,C,35-44,MODERADA,1
718,SAO_JOSE_KOBRASOL,São José,B,25-34,MODERADA,1
719,SAO_JOSE_CENTRO,São José,B,25-34,BAIXA,1
720,ANTONIO_CARLOS,Antônio Carlos,D,35-44,MODERADA,0
721,COQUEIROS,Florianópolis,B,55+,MODERADA,0
722,CBD_BEIRAMAR,Florianópolis,C,18-24,INTENSA,0
723,SAO_JOSE_KOBRASOL,São José,B,45-54,INTENSA,1
724,CBD_BEIRAMAR,Florianópolis,C,55+,BAIXA,0
725,RESIDENCIAL_NORTE,Florianópolis,B,18-24,INTENSA,1
726,SANTO_AMARO,Santo Amaro da Imperatriz,B,25-34,BAIXA,0
727,SAO_JOSE_CENTRO,São José,B,35-44,MODERADA,1
728,CBD_BEIRAMAR,Florianópolis,B,18-24,MODERADA,1
729,AEROPORTO_HLZ,Florianópolis,C,18-24,BAIXA,0
730,PALHOCA_BR101_SUL,Palhoça,C,25-34,INTENSA,0
731,COQUEIROS,Florianópolis,D,18-24,INTENSA,0
732,TRINDADE,Florianópolis,B,18-24,BAIXA,0
733,LAGOA_CONCEICAO,Florianópolis,C,55+,MODERADA,0
734,TRINDADE,Florianópolis,C,45-54,BAIXA,0
735,VIA_EXPRESSA_CORREDOR,Florianópolis,C,55+,MODERADA,0
736,CBD_BEIRAMAR,Florianópolis,C,25-34,INTENSA,0
737,INGLESES,Florianópolis,B,18-24,MODERADA,0
738,CENTRO_HISTORICO,Florianópolis,D,25-34,MODERADA,0
739,SAO_JOSE_KOBRASOL,São José,C,55+,MODERADA,0
740,TRINDADE,Florianópolis,A,35-44,MODERADA,1
741,COQUEIROS,Florianópolis,C,45-54,INTENSA,0
742,SAO_JOSE_ROCADO,São José,A,35-44,BAIXA,0
743,PALHOCA_CENTRO,Palhoça,A,55+,BAIXA,0
744,UFSC,Florianópolis,B,55+,INTENSA,0
745,SAO_JOSE_ROCADO,São José,B,35-44,MODERADA,1
746,CENTRO_HISTORICO,Florianópolis,A,55+,MODERADA,0
747,SAO_JOSE_CENTRO,São José,D,35-44,MODERADA,0
748,CBD_BEIRAMAR,Florianópolis,C,18-24,BAIXA,0
749,SAO_JOSE_BARREIROS,São José,A,18-24,INTENSA,0
750,COQUEIROS,Florianópolis,C,25-34,MODERADA,1
751,SANTO_AMARO,Santo Amaro da Imperatriz,B,45-54,BAIXA,0
752,PALHOCA_PEDRA_BRANCA,Palhoça,D,35-44,BAIXA,0
753,LAGOA_CONCEICAO,Florianópolis,D,35-44,MODERADA,0
754,CBD_BEIRAMAR,Florianópolis,B,55+,BAIXA,1
755,UFSC,Florianópolis,B,18-24,MODERADA,1
756,UFSC,Florianópolis,A,55+,MODERADA,0
757,SAO_JOSE_KOBRASOL,São José,C,45-54,INTENSA,1
758,ESTREITO_CAPOEIRAS,Florianópolis,C,18-24,MODERADA,0
759,AEROPORTO_HLZ,Florianópolis,C,25-34,MODERADA,0
760,SANTO_AMARO,Santo Amaro da Imperatriz,C,18-24,MODERADA,0
761,INGLESES,Florianópolis,B,45-54,INTENSA,0
762,TRINDADE,Florianópolis,C,25-34,MODERADA,0
763,PALHOCA_CENTRO,Palhoça,B,55+,BAIXA,1
764,COQUEIROS,Florianópolis,B,55+,MODERADA,0
765,PALHOCA_BR101_SUL,Palhoça,B,55+,MODERADA,0
766,SAO_JOSE_CENTRO,São José,B,55+,BAIXA,0
767,SAO_JOSE_CENTRO,São José,C,35-44,MODERADA,0
768,CBD_BEIRAMAR,Florianópolis,B,18-24,BAIXA,0
769,CENTRO_HISTORICO,Florianópolis,A,55+,INTENSA,0
770,SAO_JOSE_BARREIROS,São José,C,35-44,BAIXA,0
771,CENTRO_HISTORICO,Florianópolis,A,55+,MODERADA,0
772,PALHOCA_BR101_SUL,Palhoça,A,45-54,MODERADA,0
773,NORTE_ILHA,Florianópolis,C,45-54,BAIXA,0
774,RESIDENCIAL_NORTE,Florianópolis,D,25-34,INTENSA,0
775,SAO_JOSE_CENTRO,São José,A,55+,BAIXA,0
776,SC401_CORREDOR,Florianópolis,B,35-44,MODERADA,0
777,COQUEIROS,Florianópolis,C,25-34,INTENSA,0
778,JURERE,Florianópolis,D,45-54,BAIXA,0
779,COQUEIROS,Florianópolis,C,55+,BAIXA,0
780,INGLESES,Florianópolis,C,18-24,BAIXA,1
781,INGLESES,Florianópolis,D,45-54,INTENSA,0
782,ESTREITO_CAPOEIRAS,Florianópolis,D,35-44,INTENSA,0
783,JURERE,Florianópolis,D,35-44,MODERADA,0
784,TRINDADE,Florianópolis,D,55+,MODERADA,0
785,COQUEIROS,Florianópolis,C,18-24,MODERADA,0
786,CAMPECHE,Florianópolis,C,55+,MODERADA,0
787,PALHOCA_PEDRA_BRANCA,Palhoça,C,45-54,BAIXA,0
788,RESIDENCIAL_NORTE,Florianópolis,C,18-24,BAIXA,0
789,CENTRO_HISTORICO,Florianópolis,B,18-24,MODERADA,0
790,CBD_BEIRAMAR,Florianópolis,D,45-54,BAIXA,0
791,RESIDENCIAL_NORTE,Florianópolis,D,35-44,INTENSA,0
792,SAO_JOSE_BARREIROS,São José,D,25-34,MODERADA,0
793,CENTRO_HISTORICO,Florianópolis,C,25-34,MODERADA,0
794,BIGUACU_BR101_NORTE,Biguaçu,C,45-54,INTENSA,0
795,ESTREITO_CAPOEIRAS,Florianópolis,C,55+,BAIXA,0
796,CBD_BEIRAMAR,Florianópolis,C,55+,MODERADA,0
797,BIGUACU_BR101_NORTE,Biguaçu,D,45-54,INTENSA,0
798,CANASVIEIRAS,Florianópolis,C,55+,BAIXA,0
799,INGLESES,Florianópolis,B,25-34,INTENSA,0
800,TRINDADE,Florianópolis,C,35-44,BAIXA,1
801,CBD_BEIRAMAR,Florianópolis,C,18-24,MODERADA,0
802,TRINDADE,Florianópolis,B,18-24,BAIXA,0
803,TRINDADE,Florianópolis,C,35-44,MODERADA,0
804,BIGUACU_BR101_NORTE,Biguaçu,C,55+,INTENSA,0
805,JURERE,Florianópolis,B,45-54,BAIXA,0
